InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,InvoiceMonth,InvoiceDay
550422,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2011-11-16 16:09:00,4.66,14153,United Kingdom,4.66,2011-11,2011-11-16
547229,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-10-04 16:26:00,6.59,13738,United Kingdom,6.59,2011-10,2011-10-04
542592,21928,JUMBO BAG WOODLAND ANIMALS,3,2011-10-03 13:16:00,2.33,13138,United Kingdom,6.99,2011-10,2011-10-03
547259,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,3,2011-07-06 14:32:00,6.93,13740,United Kingdom,20.79,2011-07,2011-07-06
547206,22659,LUNCH BAG CARS BLUE,1,2011-11-08 10:54:00,2.42,13738,United Kingdom,2.42,2011-11,2011-11-08
536910,22580,ADVENT CALENDAR GINGHAM SACK,1,2011-04-07 19:08:00,3.73,12415,France,3.73,2011-04,2011-04-07
551112,22469,HEART OF WICKER SMALL,3,2011-09-20 14:59:00,2.03,14270,United Kingdom,6.09,2011-09,2011-09-20
540358,22470,HEART OF WICKER LARGE,20,2011-04-14 14:17:00,3.2,12862,United Kingdom,64.0,2011-04,2011-04-14
544570,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,2011-01-27 08:59:00,3.99,13403,United Kingdom,7.98,2011-01,2011-01-27
537539,71053,WHITE METAL LANTERN,2,2010-12-21 16:44:00,2.49,12502,United Kingdom,4.98,2010-12,2010-12-21
538443,22386,JUMBO BAG PINK POLKADOT,1,2011-09-22 08:46:00,2.09,12632,United Kingdom,2.09,2011-09,2011-09-22
551577,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-01-06 14:23:00,1.42,14328,United Kingdom,1.42,2011-01,2011-01-06
537801,22633,HAND WARMER UNION JACK,1,2011-08-31 07:51:00,1.91,12545,United Kingdom,1.91,2011-08,2011-08-31
547599,22752,SET 7 BABUSHKA NESTING BOXES,17,2011-10-06 12:58:00,9.88,13774,Spain,167.96,2011-10,2011-10-06
547489,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,2011-09-30 09:20:00,5.85,13763,United Kingdom,40.95,2011-09,2011-09-30
548627,23301,GARDENERS KNEELING PAD KEEP CALM,1,2011-08-06 11:18:00,2.31,13911,United Kingdom,2.31,2011-08,2011-08-06
548463,22492,MINI PAINT SET VINTAGE,1,2011-07-14 08:01:00,0.66,13887,United Kingdom,0.66,2011-07,2011-07-14
549344,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,15,2011-01-12 08:25:00,1.17,14015,United Kingdom,17.55,2011-01,2011-01-12
545091,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-04-21 14:23:00,5.46,13464,United Kingdom,5.46,2011-04,2011-04-21
547262,22659,LUNCH BAG CARS BLUE,1,2011-07-25 13:45:00,2.63,13740,United Kingdom,2.63,2011-07,2011-07-25
546093,21232,STRAWBERRY CERAMIC TRINKET BOX,16,2011-07-26 07:00:00,1.29,13600,United Kingdom,20.64,2011-07,2011-07-26
545240,23298,SPOTTY BUNNY DOORSTOP,1,2011-09-01 17:34:00,6.08,13480,United Kingdom,6.08,2011-09,2011-09-01
547473,22382,LUNCH BAG SPACEBOY DESIGN,16,2011-06-07 15:39:00,2.3,13763,United Kingdom,36.8,2011-06,2011-06-07
546015,22423,REGENCY CAKESTAND 3 TIER,2,2011-05-06 10:41:00,15.61,13585,United Kingdom,31.22,2011-05,2011-05-06
542500,22580,ADVENT CALENDAR GINGHAM SACK,1,2011-01-20 15:10:00,4.62,13130,United Kingdom,4.62,2011-01,2011-01-20
537013,22993,SET OF 4 PANTRY JELLY MOULDS,1,2011-10-13 15:41:00,1.0,12421,United Kingdom,1.0,2011-10,2011-10-13
536966,22629,SPACEBOY LUNCH BOX,4,2011-11-08 12:41:00,2.51,12417,United Kingdom,10.04,2011-11,2011-11-08
551638,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2011-06-22 09:32:00,2.99,14331,United Kingdom,2.99,2011-06,2011-06-22
548519,22748,POPPY'S PLAYHOUSE KITCHEN,2,2011-08-25 07:13:00,2.46,13894,United Kingdom,4.92,2011-08,2011-08-25
550647,23084,RABBIT NIGHT LIGHT,1,2011-10-03 10:54:00,2.49,14202,United Kingdom,2.49,2011-10,2011-10-03
548224,21175,GIN + TONIC DIET METAL SIGN,1,2011-09-20 07:06:00,2.68,13853,United Kingdom,2.68,2011-09,2011-09-20
541314,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-09-28 18:37:00,9.27,12986,United Kingdom,18.54,2011-09,2011-09-28
536939,22580,ADVENT CALENDAR GINGHAM SACK,7,2011-07-31 07:50:00,3.7,12415,France,25.9,2011-07,2011-07-31
551108,21928,JUMBO BAG WOODLAND ANIMALS,5,2011-11-25 19:04:00,2.51,14270,United Kingdom,12.55,2011-11,2011-11-25
551587,22386,JUMBO BAG PINK POLKADOT,5,2011-08-24 08:54:00,1.77,14331,United Kingdom,8.85,2011-08,2011-08-24
539417,21176,CHOCOLATE HOT WATER BOTTLE,3,2011-11-17 14:52:00,4.84,12739,United Kingdom,14.52,2011-11,2011-11-17
549151,22722,SET OF 6 SOLDIER SKITTLES,1,2011-04-18 07:52:00,6.23,13980,United Kingdom,6.23,2011-04,2011-04-18
539991,23356,HOT WATER BOTTLE TEA AND SYMPATHY,1,2011-11-21 08:36:00,4.83,12813,United Kingdom,4.83,2011-11,2011-11-21
536768,21176,CHOCOLATE HOT WATER BOTTLE,3,2011-06-01 17:21:00,4.0,12396,United Kingdom,12.0,2011-06,2011-06-01
547783,23301,GARDENERS KNEELING PAD KEEP CALM,1,2011-01-27 09:28:00,3.22,13798,United Kingdom,3.22,2011-01,2011-01-27
541921,22386,JUMBO BAG PINK POLKADOT,2,2011-03-30 19:50:00,1.91,13051,United Kingdom,3.82,2011-03,2011-03-30
550863,22745,POPPY'S PLAYHOUSE BEDROOM,1,2011-01-28 17:24:00,2.74,14235,France,2.74,2011-01,2011-01-28
545767,22492,MINI PAINT SET VINTAGE,1,2011-07-07 08:56:00,0.6,13559,United Kingdom,0.6,2011-07,2011-07-07
542291,22698,PINK REGENCY TEACUP AND SAUCER,9,2011-09-03 07:43:00,2.92,13099,United Kingdom,26.28,2011-09,2011-09-03
547285,84029E,RED WOOLLY HOTTIE WHITE HEART.,23,2011-02-19 15:40:00,3.99,13744,Switzerland,91.77,2011-02,2011-02-19
549361,23298,SPOTTY BUNNY DOORSTOP,1,2011-06-26 12:25:00,4.37,14016,United Kingdom,4.37,2011-06,2011-06-26
550628,10002,INFLATABLE POLITICAL GLOBE,1,2011-07-03 08:49:00,1.2,14202,United Kingdom,1.2,2011-07,2011-07-03
538112,22722,SET OF 6 SOLDIER SKITTLES,1,2011-05-20 10:44:00,7.91,12583,United Kingdom,7.91,2011-05,2011-05-20
542161,22993,SET OF 4 PANTRY JELLY MOULDS,2,2011-07-04 12:32:00,1.04,13082,United Kingdom,2.08,2011-07,2011-07-04
546920,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,7,2011-10-26 16:27:00,2.69,13712,United Kingdom,18.83,2011-10,2011-10-26
541859,21928,JUMBO BAG WOODLAND ANIMALS,2,2011-12-06 19:38:00,2.59,13041,United Kingdom,5.18,2011-12,2011-12-06
539660,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2011-09-28 08:44:00,2.87,12775,United Kingdom,2.87,2011-09,2011-09-28
539444,22382,LUNCH BAG SPACEBOY DESIGN,14,2011-05-13 16:31:00,2.38,12743,Norway,33.32,2011-05,2011-05-13
545144,23301,GARDENERS KNEELING PAD KEEP CALM,2,2011-11-28 13:42:00,2.09,13469,United Kingdom,4.18,2011-11,2011-11-28
544640,22470,HEART OF WICKER LARGE,2,2011-08-01 13:13:00,3.31,13412,United Kingdom,6.62,2011-08,2011-08-01
538484,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,2011-11-20 11:09:00,2.55,12638,United Kingdom,2.55,2011-11,2011-11-20
537099,22623,BOX OF VINTAGE JIGSAW BLOCKS,1,2011-11-03 10:46:00,5.32,12428,Sweden,5.32,2011-11,2011-11-03
539020,22470,HEART OF WICKER LARGE,3,2011-03-17 10:07:00,3.42,12690,Belgium,10.26,2011-03,2011-03-17
544365,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,6,2011-09-13 19:05:00,1.79,13392,Netherlands,10.74,2011-09,2011-09-13
541612,71053,WHITE METAL LANTERN,2,2011-09-29 15:09:00,4.02,13012,United Kingdom,8.04,2011-09,2011-09-29
551642,23084,RABBIT NIGHT LIGHT,1,2011-11-06 08:15:00,1.69,14331,United Kingdom,1.69,2011-11,2011-11-06
536448,22623,BOX OF VINTAGE JIGSAW BLOCKS,1,2011-11-01 15:59:00,4.65,12357,Spain,4.65,2011-11,2011-11-01
551613,22382,LUNCH BAG SPACEBOY DESIGN,2,2011-10-27 10:07:00,1.78,14331,United Kingdom,3.56,2011-10,2011-10-27
537467,23084,RABBIT NIGHT LIGHT,2,2011-10-15 18:49:00,2.03,12494,United Kingdom,4.06,2011-10,2011-10-15
547277,22623,BOX OF VINTAGE JIGSAW BLOCKS,2,2011-03-22 08:59:00,5.19,13744,Switzerland,10.38,2011-03,2011-03-22
541782,22748,POPPY'S PLAYHOUSE KITCHEN,1,2011-11-25 15:47:00,2.32,13034,Spain,2.32,2011-11,2011-11-25
547767,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2011-08-15 17:40:00,3.16,13798,United Kingdom,6.32,2011-08,2011-08-15
549607,22580,ADVENT CALENDAR GINGHAM SACK,1,2011-04-19 09:24:00,2.71,14051,United Kingdom,2.71,2011-04,2011-04-19
545687,22386,JUMBO BAG PINK POLKADOT,1,2011-08-23 11:21:00,2.19,13541,Spain,2.19,2011-08,2011-08-23
546187,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-06-18 10:03:00,1.79,13609,Netherlands,1.79,2011-06,2011-06-18
545754,22470,HEART OF WICKER LARGE,4,2011-08-03 08:28:00,4.7,13555,United Kingdom,18.8,2011-08,2011-08-03
544560,23084,RABBIT NIGHT LIGHT,1,2011-11-12 08:32:00,2.47,13403,United Kingdom,2.47,2011-11,2011-11-12
536652,22745,POPPY'S PLAYHOUSE BEDROOM,1,2011-11-30 09:47:00,2.18,12387,United Kingdom,2.18,2011-11,2011-11-30
545552,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,8,2011-06-07 19:43:00,3.17,13513,United Kingdom,25.36,2011-06,2011-06-07
550833,22659,LUNCH BAG CARS BLUE,3,2011-06-01 13:13:00,2.53,14233,United Kingdom,7.59,2011-06,2011-06-01
545168,22633,HAND WARMER UNION JACK,1,2011-07-30 13:32:00,1.69,13470,United Kingdom,1.69,2011-07,2011-07-30
546409,21928,JUMBO BAG WOODLAND ANIMALS,3,2011-03-05 10:53:00,1.88,13642,United Kingdom,5.64,2011-03,2011-03-05
537396,22748,POPPY'S PLAYHOUSE KITCHEN,19,2011-12-05 10:02:00,2.12,12490,United Kingdom,40.28,2011-12,2011-12-05
543538,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-10-07 11:59:00,6.4,13272,United Kingdom,19.2,2011-10,2011-10-07
543911,21232,STRAWBERRY CERAMIC TRINKET BOX,10,2010-12-03 10:28:00,1.5,13324,United Kingdom,15.0,2010-12,2010-12-03
546255,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-08-15 16:16:00,1.62,13624,United Kingdom,1.62,2011-08,2011-08-15
545416,23084,RABBIT NIGHT LIGHT,1,2011-09-17 12:39:00,2.8,13501,France,2.8,2011-09,2011-09-17
544837,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,2011-09-21 15:47:00,3.98,13439,United Kingdom,7.96,2011-09,2011-09-21
541462,47566,PARTY BUNTING,3,2011-12-01 18:48:00,4.2,12999,United Kingdom,12.6,2011-12,2011-12-01
548963,23356,HOT WATER BOTTLE TEA AND SYMPATHY,2,2011-07-07 16:40:00,6.58,13965,France,13.16,2011-07,2011-07-07
537337,22467,GUMBALL COAT RACK,2,2011-11-05 13:43:00,2.8,12475,United Kingdom,5.6,2011-11,2011-11-05
545419,22423,REGENCY CAKESTAND 3 TIER,8,2011-03-17 18:20:00,17.24,13501,France,137.92,2011-03,2011-03-17
544441,22383,LUNCH BAG SUKI DESIGN,3,2011-01-03 12:31:00,2.48,13395,USA,7.44,2011-01,2011-01-03
549618,22492,MINI PAINT SET VINTAGE,1,2010-12-13 07:56:00,0.52,14053,United Kingdom,0.52,2010-12,2010-12-13
536973,22659,LUNCH BAG CARS BLUE,3,2011-10-12 18:10:00,1.77,12417,United Kingdom,5.31,2011-10,2011-10-12
543990,22383,LUNCH BAG SUKI DESIGN,2,2011-05-28 07:32:00,1.74,13339,Germany,3.48,2011-05,2011-05-28
548560,22310,IVORY KNITTED MUG COSY,2,2011-05-04 13:33:00,1.83,13901,Switzerland,3.66,2011-05,2011-05-04
548256,21175,GIN + TONIC DIET METAL SIGN,2,2011-05-27 18:27:00,1.74,13860,United Kingdom,3.48,2011-05,2011-05-27
539923,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2011-06-20 18:02:00,4.12,12805,Austria,20.6,2011-06,2011-06-20
551406,22492,MINI PAINT SET VINTAGE,3,2011-04-24 13:26:00,0.71,14313,Finland,2.13,2011-04,2011-04-24
539644,21928,JUMBO BAG WOODLAND ANIMALS,2,2011-08-29 14:07:00,1.98,12773,United Kingdom,3.96,2011-08,2011-08-29
547289,22310,IVORY KNITTED MUG COSY,1,2011-09-09 07:31:00,1.95,13744,Switzerland,1.95,2011-09,2011-09-09
546588,22086,PAPER CHAIN KIT 50'S CHRISTMAS,18,2011-03-15 08:58:00,3.37,13662,United Kingdom,60.66,2011-03,2011-03-15
542553,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-08-07 07:18:00,3.84,13130,United Kingdom,3.84,2011-08,2011-08-07
539656,22382,LUNCH BAG SPACEBOY DESIGN,9,2011-09-21 11:05:00,1.71,12775,United Kingdom,15.39,2011-09,2011-09-21
547841,22423,REGENCY CAKESTAND 3 TIER,4,2011-08-16 12:31:00,14.24,13803,United Kingdom,56.96,2011-08,2011-08-16
548086,22382,LUNCH BAG SPACEBOY DESIGN,3,2011-05-01 18:53:00,1.85,13834,United Kingdom,5.55,2011-05,2011-05-01
545984,21175,GIN + TONIC DIET METAL SIGN,2,2011-06-16 16:02:00,2.3,13585,United Kingdom,4.6,2011-06,2011-06-16
547034,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,1,2011-11-11 14:32:00,1.72,13715,United Kingdom,1.72,2011-11,2011-11-11
550397,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-09-28 15:47:00,3.85,14148,United Kingdom,3.85,2011-09,2011-09-28
537524,22552,PLASTERS IN TIN STRONGMAN,2,2011-07-07 08:33:00,1.81,12501,United Kingdom,3.62,2011-07,2011-07-07
547619,22748,POPPY'S PLAYHOUSE KITCHEN,3,2011-02-28 19:28:00,2.45,13774,Spain,7.35,2011-02,2011-02-28
547348,23084,RABBIT NIGHT LIGHT,5,2011-08-27 19:57:00,2.78,13749,United Kingdom,13.9,2011-08,2011-08-27
543584,22722,SET OF 6 SOLDIER SKITTLES,3,2011-04-30 19:16:00,5.44,13274,United Kingdom,16.32,2011-04,2011-04-30
538998,22748,POPPY'S PLAYHOUSE KITCHEN,10,2011-10-27 07:33:00,2.09,12690,Belgium,20.9,2011-10,2011-10-27
544257,23301,GARDENERS KNEELING PAD KEEP CALM,5,2011-11-06 18:03:00,1.94,13376,United Kingdom,9.7,2011-11,2011-11-06
550542,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2011-02-10 08:38:00,3.16,14180,United Kingdom,3.16,2011-02,2011-02-10
540104,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2011-02-23 09:33:00,3.29,12831,United Kingdom,19.74,2011-02,2011-02-23
546171,22470,HEART OF WICKER LARGE,1,2011-11-18 16:54:00,2.92,13608,United Kingdom,2.92,2011-11,2011-11-18
539005,21175,GIN + TONIC DIET METAL SIGN,6,2011-07-29 14:29:00,2.35,12690,Belgium,14.1,2011-07,2011-07-29
537047,23355,HOT WATER BOTTLE KEEP CALM,2,2011-10-05 13:41:00,6.95,12422,United Kingdom,13.9,2011-10,2011-10-05
547227,21175,GIN + TONIC DIET METAL SIGN,3,2011-06-04 13:28:00,2.78,13738,United Kingdom,8.34,2011-06,2011-06-04
540071,22552,PLASTERS IN TIN STRONGMAN,2,2011-11-30 13:54:00,1.68,12826,United Kingdom,3.36,2011-11,2011-11-30
546364,22748,POPPY'S PLAYHOUSE KITCHEN,4,2010-12-09 08:04:00,2.1,13637,United Kingdom,8.4,2010-12,2010-12-09
549751,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,2,2011-02-15 12:34:00,1.25,14067,United Kingdom,2.5,2011-02,2011-02-15
549101,22580,ADVENT CALENDAR GINGHAM SACK,2,2011-10-31 13:42:00,3.39,13975,United Kingdom,6.78,2011-10,2011-10-31
542494,21928,JUMBO BAG WOODLAND ANIMALS,1,2011-09-14 17:56:00,3.24,13130,United Kingdom,3.24,2011-09,2011-09-14
547707,22467,GUMBALL COAT RACK,1,2011-11-26 18:55:00,2.0,13786,United Kingdom,2.0,2011-11,2011-11-26
545524,22382,LUNCH BAG SPACEBOY DESIGN,3,2011-08-24 15:09:00,1.61,13506,Portugal,4.83,2011-08,2011-08-24
540730,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2011-06-09 13:55:00,2.3,12905,United Kingdom,2.3,2011-06,2011-06-09
538615,23298,SPOTTY BUNNY DOORSTOP,7,2011-07-24 14:34:00,6.97,12646,United Kingdom,48.79,2011-07,2011-07-24
539416,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-06-21 18:38:00,2.99,12739,United Kingdom,2.99,2011-06,2011-06-21
544032,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,4,2010-12-15 08:10:00,4.46,13343,United Kingdom,17.84,2010-12,2010-12-15
537829,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,5,2011-10-05 19:32:00,1.94,12547,Netherlands,9.7,2011-10,2011-10-05
547171,22470,HEART OF WICKER LARGE,1,2011-08-10 14:38:00,3.62,13735,United Kingdom,3.62,2011-08,2011-08-10
550242,22632,HAND WARMER RED POLKA DOT,2,2011-11-08 16:40:00,1.98,14126,Netherlands,3.96,2011-11,2011-11-08
548939,21175,GIN + TONIC DIET METAL SIGN,3,2011-07-09 16:14:00,2.65,13965,France,7.95,2011-07,2011-07-09
548702,22551,PLASTERS IN TIN SPACEBOY,1,2011-01-21 15:29:00,1.38,13926,United Kingdom,1.38,2011-01,2011-01-21
542031,22086,PAPER CHAIN KIT 50'S CHRISTMAS,3,2011-11-02 18:17:00,4.49,13070,Germany,13.47,2011-11,2011-11-02
539105,22722,SET OF 6 SOLDIER SKITTLES,1,2011-02-10 19:15:00,6.34,12706,United Kingdom,6.34,2011-02,2011-02-10
536473,21176,CHOCOLATE HOT WATER BOTTLE,15,2011-10-29 09:53:00,4.71,12363,United Kingdom,70.65,2011-10,2011-10-29
542551,22659,LUNCH BAG CARS BLUE,3,2011-07-25 16:32:00,2.32,13130,United Kingdom,6.96,2011-07,2011-07-25
548123,22748,POPPY'S PLAYHOUSE KITCHEN,3,2011-06-12 08:32:00,1.69,13843,United Kingdom,5.07,2011-06,2011-06-12
538378,23298,SPOTTY BUNNY DOORSTOP,5,2011-09-10 18:20:00,6.46,12622,United Kingdom,32.3,2011-09,2011-09-10
549312,23355,HOT WATER BOTTLE KEEP CALM,2,2011-08-28 10:58:00,4.19,14008,United Kingdom,8.38,2011-08,2011-08-28
547037,22993,SET OF 4 PANTRY JELLY MOULDS,3,2011-11-10 18:44:00,1.74,13715,United Kingdom,5.22,2011-11,2011-11-10
543772,22386,JUMBO BAG PINK POLKADOT,11,2011-09-16 15:09:00,2.42,13310,United Kingdom,26.62,2011-09,2011-09-16
545451,22310,IVORY KNITTED MUG COSY,6,2011-07-25 07:19:00,2.38,13505,United Kingdom,14.28,2011-07,2011-07-25
550524,22467,GUMBALL COAT RACK,5,2011-05-23 11:03:00,2.58,14173,United Kingdom,12.9,2011-05,2011-05-23
547202,22382,LUNCH BAG SPACEBOY DESIGN,1,2011-07-31 12:25:00,2.42,13738,United Kingdom,2.42,2011-07,2011-07-31
544615,23355,HOT WATER BOTTLE KEEP CALM,8,2011-01-29 15:00:00,5.74,13412,United Kingdom,45.92,2011-01,2011-01-29
549062,22698,PINK REGENCY TEACUP AND SAUCER,4,2011-01-11 18:21:00,3.09,13969,United Kingdom,12.36,2011-01,2011-01-11
549858,22580,ADVENT CALENDAR GINGHAM SACK,2,2011-05-21 14:01:00,3.17,14073,United Kingdom,6.34,2011-05,2011-05-21
543497,22470,HEART OF WICKER LARGE,5,2011-06-02 14:34:00,3.39,13271,United Kingdom,16.95,2011-06,2011-06-02
543770,23301,GARDENERS KNEELING PAD KEEP CALM,1,2011-10-04 19:40:00,2.49,13310,United Kingdom,2.49,2011-10,2011-10-04
544609,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2011-10-06 14:35:00,4.36,13412,United Kingdom,4.36,2011-10,2011-10-06
551601,22467,GUMBALL COAT RACK,6,2011-11-12 19:47:00,2.4,14331,United Kingdom,14.4,2011-11,2011-11-12
540812,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-06-30 19:41:00,7.87,12913,United Kingdom,15.74,2011-06,2011-06-30
549015,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,2011-12-07 08:46:00,3.76,13968,United Kingdom,7.52,2011-12,2011-12-07
551526,22632,HAND WARMER RED POLKA DOT,4,2011-10-10 14:47:00,1.83,14325,Germany,7.32,2011-10,2011-10-10
542046,22697,GREEN REGENCY TEACUP AND SAUCER,3,2011-07-15 15:21:00,3.86,13070,Germany,11.58,2011-07,2011-07-15
536881,22423,REGENCY CAKESTAND 3 TIER,7,2011-07-12 17:43:00,15.53,12415,France,108.71,2011-07,2011-07-12
547725,22551,PLASTERS IN TIN SPACEBOY,2,2011-06-16 11:18:00,1.48,13791,United Kingdom,2.96,2011-06,2011-06-16
540721,22470,HEART OF WICKER LARGE,3,2011-09-30 10:07:00,3.24,12905,United Kingdom,9.72,2011-09,2011-09-30
537801,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,3,2011-08-31 07:51:00,4.62,12545,United Kingdom,13.86,2011-08,2011-08-31
538855,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,3,2011-11-25 15:59:00,1.89,12678,United Kingdom,5.67,2011-11,2011-11-25
546477,22722,SET OF 6 SOLDIER SKITTLES,1,2011-08-17 07:14:00,8.47,13653,United Kingdom,8.47,2011-08,2011-08-17
542924,22623,BOX OF VINTAGE JIGSAW BLOCKS,7,2011-09-21 13:14:00,5.44,13189,United Kingdom,38.08,2011-09,2011-09-21
538165,22552,PLASTERS IN TIN STRONGMAN,2,2011-09-29 11:02:00,1.81,12594,United Kingdom,3.62,2011-09,2011-09-29
543530,23356,HOT WATER BOTTLE TEA AND SYMPATHY,1,2011-08-03 11:17:00,7.01,13272,United Kingdom,7.01,2011-08,2011-08-03
536986,21928,JUMBO BAG WOODLAND ANIMALS,2,2011-05-19 13:55:00,2.02,12419,United Kingdom,4.04,2011-05,2011-05-19
549352,10002,INFLATABLE POLITICAL GLOBE,3,2011-12-02 08:03:00,0.85,14015,United Kingdom,2.55,2011-12,2011-12-02
551287,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,2011-06-22 14:10:00,3.57,14291,United Kingdom,21.42,2011-06,2011-06-22
537399,21928,JUMBO BAG WOODLAND ANIMALS,5,2011-11-06 16:43:00,1.85,12490,United Kingdom,9.25,2011-11,2011-11-06
536659,22382,LUNCH BAG SPACEBOY DESIGN,6,2010-12-07 14:18:00,1.57,12387,United Kingdom,9.42,2010-12,2010-12-07
548033,47566,PARTY BUNTING,1,2011-08-19 15:25:00,6.82,13827,United Kingdom,6.82,2011-08,2011-08-19
551602,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,1,2011-06-22 10:15:00,1.15,14331,United Kingdom,1.15,2011-06,2011-06-22
549023,22086,PAPER CHAIN KIT 50'S CHRISTMAS,3,2011-04-18 16:22:00,3.4,13968,United Kingdom,10.2,2011-04,2011-04-18
549365,22470,HEART OF WICKER LARGE,2,2011-01-11 13:54:00,2.7,14018,Germany,5.4,2011-01,2011-01-11
540676,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,2011-07-04 17:27:00,5.31,12900,United Kingdom,37.17,2011-07,2011-07-04
547261,22552,PLASTERS IN TIN STRONGMAN,1,2011-04-01 10:10:00,2.27,13740,United Kingdom,2.27,2011-04,2011-04-01
545996,22423,REGENCY CAKESTAND 3 TIER,16,2011-08-25 15:31:00,13.77,13585,United Kingdom,220.32,2011-08,2011-08-25
548108,21175,GIN + TONIC DIET METAL SIGN,4,2011-11-02 14:53:00,2.13,13840,United Kingdom,8.52,2011-11,2011-11-02
546483,23301,GARDENERS KNEELING PAD KEEP CALM,6,2011-09-03 14:21:00,3.29,13653,United Kingdom,19.74,2011-09,2011-09-03
545091,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2011-04-21 14:23:00,4.84,13464,United Kingdom,4.84,2011-04,2011-04-21
548405,10002,INFLATABLE POLITICAL GLOBE,1,2011-06-17 18:44:00,0.89,13883,United Kingdom,0.89,2011-06,2011-06-17
537841,22633,HAND WARMER UNION JACK,2,2011-04-04 13:57:00,1.81,12549,United Kingdom,3.62,2011-04,2011-04-04
545726,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-03-25 09:32:00,2.03,13552,United Kingdom,2.03,2011-03,2011-03-25
536433,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2011-10-02 19:18:00,1.56,12356,United Kingdom,3.12,2011-10,2011-10-02
545560,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-11-26 19:16:00,9.22,13513,United Kingdom,9.22,2011-11,2011-11-26
542968,23356,HOT WATER BOTTLE TEA AND SYMPATHY,7,2011-11-16 14:22:00,4.76,13195,United Kingdom,33.32,2011-11,2011-11-16
541845,22551,PLASTERS IN TIN SPACEBOY,2,2011-03-30 14:41:00,2.24,13041,United Kingdom,4.48,2011-03,2011-03-30
544930,71053,WHITE METAL LANTERN,4,2011-06-03 12:19:00,4.05,13447,United Kingdom,16.2,2011-06,2011-06-03
551227,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,2011-11-02 14:28:00,3.21,14280,United Kingdom,3.21,2011-11,2011-11-02
545764,22632,HAND WARMER RED POLKA DOT,1,2011-08-31 17:16:00,1.87,13559,United Kingdom,1.87,2011-08,2011-08-31
538597,23084,RABBIT NIGHT LIGHT,4,2011-04-26 14:40:00,2.21,12646,United Kingdom,8.84,2011-04,2011-04-26
541157,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2,2011-04-12 10:32:00,4.03,12959,United Kingdom,8.06,2011-04,2011-04-12
539447,22722,SET OF 6 SOLDIER SKITTLES,6,2011-08-31 16:31:00,8.91,12743,Norway,53.46,2011-08,2011-08-31
547836,22748,POPPY'S PLAYHOUSE KITCHEN,3,2011-07-11 13:28:00,2.64,13803,United Kingdom,7.92,2011-07,2011-07-11
548305,22382,LUNCH BAG SPACEBOY DESIGN,2,2011-10-25 13:10:00,1.74,13865,Spain,3.48,2011-10,2011-10-25
548425,22469,HEART OF WICKER SMALL,2,2011-10-02 12:46:00,1.57,13884,United Kingdom,3.14,2011-10,2011-10-02
