InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
530075,SKU-004,Reusable Bottle,5,2024-09-07 15:18:00,16.83,168411885.0,Netherlands,84.14999999999999
530075,SKU-007,Desk Lamp,1,2025-02-01 08:51:00,31.4,4272478427.0,Portugal,31.4
530075,SKU-012,Phone Stand,1,2024-10-21 11:54:00,13.21,3914490288.0,Netherlands,13.21
530076,SKU-004,Reusable Bottle,4,2024-01-23 19:47:00,14.87,3426303596.0,Spain,59.48
530076,SKU-003,Ceramic Mug,2,2024-03-20 21:31:00,7.48,2026944232.0,Italy,14.96
530076,SKU-005,Notebook A5,1,2024-11-27 21:42:00,5.15,3687024391.0,Italy,5.15
530077,SKU-003,Ceramic Mug,1,2024-09-29 08:35:00,7.67,1743953104.0,Netherlands,7.67
530077,SKU-007,Desk Lamp,1,2024-08-20 18:30:00,30.96,3464462389.0,France,30.96
530077,SKU-007,Desk Lamp,3,2024-10-10 14:04:00,31.01,1298664459.0,United Kingdom,93.03
530078,SKU-005,Notebook A5,3,2024-10-01 12:44:00,5.92,2998248840.0,Germany,17.759999999999998
530078,SKU-012,Phone Stand,2,2024-07-16 21:35:00,12.49,3057178938.0,Germany,24.98
530078,SKU-003,Ceramic Mug,2,2024-12-09 13:48:00,7.96,1714484967.0,Spain,15.92
530079,SKU-001,Premium Coffee Beans,1,2024-04-21 21:59:00,14.01,4155646399.0,France,14.01
530079,SKU-008,Yoga Mat,2,2024-05-14 18:10:00,27.21,1298664459.0,United Kingdom,54.42
530079,SKU-008,Yoga Mat,1,2024-10-01 19:30:00,26.26,1455905409.0,Portugal,26.26
530080,SKU-003,Ceramic Mug,6,2024-04-29 11:13:00,7.53,3028182883.0,Spain,45.18
C530080,SKU-004,Reusable Bottle,-4,2025-01-09 19:41:00,17.17,256300136.0,Germany,-68.68
530080,SKU-012,Phone Stand,3,2024-08-19 21:36:00,11.56,3901754247.0,Spain,34.68
530081,SKU-003,Ceramic Mug,3,2025-04-02 14:27:00,-3.5,1806136113.0,Netherlands,-10.5
530081,SKU-003,Ceramic Mug,3,2024-10-09 22:03:00,8.21,3408959152.0,France,24.630000000000003
530081,SKU-008,Yoga Mat,1,2024-09-05 10:03:00,22.11,1627075596.0,Portugal,22.11
530082,SKU-009,Running Socks,1,2024-06-16 18:21:00,6.39,3708306924.0,Germany,6.39
530082,SKU-003,Ceramic Mug,1,2024-08-23 18:46:00,8.1,1532026711.0,Italy,8.1
530082,SKU-001,Premium Coffee Beans,2,2024-11-04 09:15:00,14.28,256300136.0,Germany,28.56
530083,SKU-005,Notebook A5,2,2025-01-17 19:38:00,5.58,1298664459.0,United Kingdom,11.16
530083,SKU-011,Cotton Tote Bag,4,2024-09-17 19:24:00,11.15,3746495413.0,Spain,44.6
530083,SKU-011,Cotton Tote Bag,1,2025-02-23 18:05:00,0.0,3455800411.0,United Kingdom,0.0
530084,SKU-011,Cotton Tote Bag,6,2025-01-13 14:17:00,10.31,1532026711.0,Italy,61.86
530084,SKU-008,Yoga Mat,4,2024-11-28 13:00:00,25.38,218130993.0,Germany,101.52
530084,SKU-002,Organic Green Tea,2,2025-03-20 09:31:00,7.77,1570446780.0,Portugal,15.54
530085,SKU-009,Running Socks,1,2024-08-07 11:01:00,7.56,1879582139.0,Italy,7.56
530085,SKU-010,Bluetooth Speaker,8,2024-07-17 15:17:00,45.33,2031279327.0,Portugal,362.64
530085,SKU-002,Organic Green Tea,2,2024-03-26 20:37:00,7.97,3746495413.0,Spain,15.94
530086,SKU-008,Yoga Mat,1,2024-06-20 18:44:00,26.36,3057178938.0,Germany,26.36
530086,SKU-010,Bluetooth Speaker,1,2024-02-23 10:06:00,44.4,3228357005.0,Portugal,44.4
530086,SKU-012,Phone Stand,1,2025-01-16 22:55:00,12.96,2998248840.0,Germany,12.96
530087,SKU-003,Ceramic Mug,10,2024-07-11 14:52:00,6.63,,Portugal,66.3
530087,SKU-007,Desk Lamp,1,2024-10-11 16:52:00,30.97,3485329922.0,Spain,30.97
530087,SKU-009,Running Socks,2,2024-07-28 15:04:00,7.48,4153595191.0,Netherlands,14.96
530088,SKU-010,Bluetooth Speaker,1,2024-07-14 16:45:00,45.71,1532026711.0,Italy,45.71
530088,SKU-011,Cotton Tote Bag,2,2024-07-12 09:48:00,10.56,3944013801.0,Germany,21.12
530088,SKU-011,Cotton Tote Bag,2,2024-04-29 22:07:00,10.09,218130993.0,Germany,20.18
C530089,SKU-010,Bluetooth Speaker,-1,2025-02-05 19:11:00,45.91,1092425570.0,Germany,-45.91
530089,SKU-008,Yoga Mat,1,2024-12-16 20:20:00,26.28,3464462389.0,France,26.28
530089,SKU-003,Ceramic Mug,1,2024-08-29 17:13:00,7.49,3901754247.0,Spain,7.49
530090,SKU-002,Organic Green Tea,2,2024-10-31 16:16:00,8.69,1459957942.0,Italy,17.38
530090,SKU-001,Premium Coffee Beans,3,2024-09-05 09:07:00,14.82,1092425570.0,Germany,44.46
530090,SKU-006,Wireless Charger,1,2024-10-27 16:10:00,20.88,4272478427.0,Portugal,20.88
530091,SKU-011,Cotton Tote Bag,1,2024-11-15 08:15:00,10.13,1631149627.0,Italy,10.13
530091,SKU-009,Running Socks,2,2024-08-14 22:50:00,7.8,3426303596.0,Spain,15.6
530091,SKU-009,Running Socks,2,2024-06-14 15:08:00,7.52,3944013801.0,Germany,15.04
530092,SKU-012,Phone Stand,4,2024-03-06 13:33:00,11.64,2968722385.0,Germany,46.56
530092,SKU-006,Wireless Charger,1,2024-08-14 17:34:00,26.0,256300136.0,Germany,26.0
530092,SKU-012,Phone Stand,8,2024-03-25 09:42:00,12.41,4285182700.0,Germany,99.28
530093,SKU-004,Reusable Bottle,1,2025-03-15 08:12:00,13.99,1374553813.0,France,13.99
530093,SKU-004,Reusable Bottle,2,2024-06-28 10:38:00,16.88,1298664459.0,United Kingdom,33.76
530093,SKU-010,Bluetooth Speaker,3,2024-08-08 13:17:00,50.07,4285182700.0,Germany,150.21
530094,SKU-010,Bluetooth Speaker,1,2024-10-17 14:04:00,42.65,218130993.0,Germany,42.65
530094,SKU-005,Notebook A5,1,2024-02-22 14:41:00,5.15,4196770921.0,Spain,5.15
530094,SKU-007,Desk Lamp,1,2024-09-07 15:05:00,30.3,3961354037.0,France,30.3
530095,SKU-011,Cotton Tote Bag,2,2024-07-30 14:44:00,11.09,256300136.0,Germany,22.18
530095,SKU-004,Reusable Bottle,2,2024-07-05 09:40:00,13.5,218130993.0,Germany,27.0
530095,SKU-011,Cotton Tote Bag,3,2024-05-04 19:41:00,9.84,1210522254.0,United Kingdom,29.52
530096,SKU-006,Wireless Charger,2,2025-01-02 17:42:00,21.41,218130993.0,Germany,42.82
530096,SKU-009,Running Socks,1,2024-08-08 17:10:00,6.24,4285182700.0,Germany,6.24
530096,SKU-003,Ceramic Mug,2,2024-12-28 13:50:00,6.59,1298664459.0,United Kingdom,13.18
530097,SKU-001,Premium Coffee Beans,1,2024-08-07 17:15:00,14.2,1743953104.0,Netherlands,14.2
530097,SKU-002,Organic Green Tea,1,2024-03-31 16:07:00,7.82,1322003693.0,Netherlands,7.82
530097,SKU-007,Desk Lamp,1,2024-11-10 09:21:00,33.72,3086660365.0,Spain,33.72
530098,SKU-006,Wireless Charger,1,,24.74,1967600446.0,Spain,24.74
530098,SKU-003,Ceramic Mug,1,2024-02-08 21:51:00,7.0,1175764926.0,Germany,7.0
530098,SKU-001,Premium Coffee Beans,1,2024-08-16 09:24:00,12.0,3464462389.0,France,12.0
530099,SKU-004,Reusable Bottle,4,2024-09-29 14:06:00,17.0,3228357005.0,Portugal,68.0
530099,SKU-002,Organic Green Tea,2,2024-06-08 10:33:00,8.96,1088388437.0,Italy,17.92
530099,SKU-005,Notebook A5,1,2025-02-11 17:52:00,5.61,1967600446.0,Spain,5.61
530100,SKU-002,Organic Green Tea,1,2024-07-21 16:22:00,8.5,1494638862.0,Spain,8.5
530100,SKU-005,Notebook A5,2,2025-02-07 16:17:00,4.89,2998248840.0,Germany,9.78
530100,SKU-001,Premium Coffee Beans,1,2024-05-30 10:20:00,13.26,3010973631.0,France,13.26
530101,SKU-007,Desk Lamp,1,2024-06-07 10:22:00,31.56,3914490288.0,Netherlands,31.56
530101,SKU-011,Cotton Tote Bag,1,2024-05-16 20:34:00,8.92,4196770921.0,Spain,8.92
530101,SKU-007,Desk Lamp,5,2024-09-02 15:37:00,36.19,1579141586.0,France,180.95
530102,SKU-001,Premium Coffee Beans,1,2024-05-01 18:32:00,14.56,256300136.0,Germany,14.56
530102,SKU-011,Cotton Tote Bag,3,2025-01-22 10:09:00,10.02,139426996.0,Germany,30.06
530102,SKU-012,Phone Stand,1,2024-04-01 12:03:00,10.89,3408959152.0,France,10.89
530103,SKU-011,Cotton Tote Bag,1,2024-05-24 13:45:00,10.01,4196770921.0,Spain,10.01
530103,SKU-011,Cotton Tote Bag,1,2024-08-19 17:26:00,10.51,3537469027.0,Germany,10.51
530103,SKU-003,Ceramic Mug,1,2024-04-21 15:22:00,8.02,1532026711.0,Italy,8.02
530104,SKU-009,Running Socks,2,2024-06-13 12:17:00,7.64,3914490288.0,Netherlands,15.28
530104,SKU-009,Running Socks,2,2024-04-25 19:56:00,7.75,1494638862.0,Spain,15.5
530104,SKU-004,Reusable Bottle,2,2024-03-08 12:40:00,16.5,4074619826.0,United Kingdom,33.0
530105,SKU-005,Notebook A5,1,2024-09-27 14:49:00,5.22,1879582139.0,Italy,5.22
530105,SKU-002,Organic Green Tea,2,2024-04-26 18:05:00,9.04,218130993.0,Germany,18.08
530105,SKU-004,Reusable Bottle,1,2024-10-02 09:10:00,14.78,1494638862.0,Spain,14.78
530106,SKU-002,Organic Green Tea,1,2024-07-29 19:18:00,7.71,4243482242.0,Spain,7.71
C530106,SKU-008,Yoga Mat,-2,2024-09-07 20:55:00,23.9,1570446780.0,Portugal,-47.8
530106,SKU-007,Desk Lamp,1,2024-07-31 18:32:00,32.0,3998992748.0,France,32.0
530107,SKU-003,Ceramic Mug,1,2024-09-21 15:31:00,8.0,3746495413.0,Spain,8.0
530107,SKU-011,Cotton Tote Bag,1,2024-06-24 22:34:00,11.33,1938616789.0,Portugal,11.33
530107,SKU-007,Desk Lamp,2,2025-02-09 08:39:00,31.86,4132486912.0,Netherlands,63.72
530108,SKU-012,Phone Stand,1,2024-06-22 08:45:00,12.18,1455905409.0,Portugal,12.18
530108,SKU-009,Running Socks,2,2024-07-14 19:22:00,7.28,1175764926.0,Germany,14.56
530108,SKU-012,Phone Stand,1,2025-01-30 18:58:00,12.89,3746495413.0,Spain,12.89
530109,SKU-009,Running Socks,2,2024-10-27 18:38:00,7.17,1579141586.0,France,14.34
530109,SKU-008,Yoga Mat,1,,26.94,1992550224.0,Netherlands,26.94
530109,SKU-009,Running Socks,5,,7.44,2026944232.0,Italy,37.2
530110,SKU-006,Wireless Charger,1,2025-03-03 21:08:00,22.13,1996590439.0,Netherlands,22.13
530110,SKU-001,Premium Coffee Beans,1,2024-05-07 14:31:00,-3.5,3687024391.0,Italy,-3.5
530110,SKU-006,Wireless Charger,1,2024-09-20 09:21:00,21.31,218130993.0,Germany,21.31
530111,SKU-004,Reusable Bottle,3,2024-02-21 21:34:00,14.94,4049147868.0,United Kingdom,44.82
530111,SKU-002,Organic Green Tea,3,2024-11-14 12:19:00,9.57,3404921991.0,Portugal,28.71
530111,SKU-005,Notebook A5,1,2024-05-31 11:00:00,5.36,1669324898.0,Portugal,5.36
530112,SKU-010,Bluetooth Speaker,1,2024-11-07 14:13:00,46.61,3990822146.0,Portugal,46.61
530112,SKU-011,Cotton Tote Bag,1,2025-01-25 16:52:00,11.38,4132486912.0,Netherlands,11.38
530112,SKU-008,Yoga Mat,2,2024-12-12 22:39:00,25.04,1490291513.0,France,50.08
530113,SKU-001,Premium Coffee Beans,2,2024-11-06 13:00:00,14.79,2026944232.0,Italy,29.58
530113,SKU-006,Wireless Charger,1,2024-10-28 12:22:00,26.22,3998992748.0,France,26.22
530113,SKU-006,Wireless Charger,1,2024-09-17 22:46:00,21.58,2026944232.0,Italy,21.58
530114,SKU-006,Wireless Charger,1,2025-01-05 08:06:00,20.86,3426303596.0,Spain,20.86
530114,SKU-004,Reusable Bottle,2,2025-02-27 09:33:00,17.2,4285182700.0,Germany,34.4
530114,SKU-003,Ceramic Mug,6,2024-03-07 14:07:00,7.82,4285182700.0,Germany,46.92
530115,SKU-001,Premium Coffee Beans,1,2024-09-08 10:49:00,12.03,218130993.0,Germany,12.03
530115,SKU-004,Reusable Bottle,1,2024-10-10 15:25:00,14.1,1210522254.0,United Kingdom,14.1
530115,SKU-006,Wireless Charger,10,2024-11-20 14:57:00,26.12,1714484967.0,Spain,261.2
530116,SKU-005,Notebook A5,1,2024-09-07 09:28:00,5.53,3687024391.0,Italy,5.53
530116,SKU-008,Yoga Mat,2,2024-07-31 10:08:00,22.72,2026944232.0,Italy,45.44
530116,SKU-007,Desk Lamp,2,2024-11-11 08:22:00,32.14,3537469027.0,Germany,64.28
530117,SKU-012,Phone Stand,1,2025-01-31 11:07:00,13.02,3990822146.0,Portugal,13.02
530117,SKU-001,Premium Coffee Beans,1,2024-09-16 10:25:00,13.64,256300136.0,Germany,13.64
530117,SKU-006,Wireless Charger,10,2025-01-01 22:02:00,20.98,1455905409.0,Portugal,209.8
530118,SKU-004,Reusable Bottle,2,2024-12-08 15:42:00,15.03,1532026711.0,Italy,30.06
530118,SKU-002,Organic Green Tea,1,2024-05-15 14:31:00,8.41,3537469027.0,Germany,8.41
530118,SKU-011,Cotton Tote Bag,1,2024-05-17 19:08:00,9.22,1239773369.0,Spain,9.22
530119,SKU-007,Desk Lamp,10,2024-05-27 16:46:00,29.5,4226272862.0,Spain,295.0
530119,SKU-007,Desk Lamp,4,2024-03-04 10:07:00,34.27,1148384623.0,Netherlands,137.08
530119,SKU-001,Premium Coffee Beans,2,2024-09-05 10:09:00,14.81,218130993.0,Germany,29.62
530120,SKU-001,Premium Coffee Beans,1,2024-08-10 20:43:00,13.06,3379964137.0,Portugal,13.06
530120,SKU-011,Cotton Tote Bag,2,2024-03-16 21:21:00,9.92,1490291513.0,France,19.84
530120,SKU-010,Bluetooth Speaker,6,2024-10-03 19:00:00,47.65,4285182700.0,Germany,285.9
530121,SKU-005,Notebook A5,2,2024-10-13 12:31:00,5.18,3010973631.0,France,10.36
530121,SKU-007,Desk Lamp,2,2024-11-16 11:39:00,36.2,1298664459.0,United Kingdom,72.4
530121,SKU-009,Running Socks,3,2025-02-26 10:15:00,6.47,4049147868.0,United Kingdom,19.41
530122,SKU-002,Organic Green Tea,2,2024-07-21 21:16:00,9.43,3944013801.0,Germany,18.86
530122,SKU-004,Reusable Bottle,2,2025-04-26 18:52:00,14.47,3086660365.0,Spain,28.94
530122,SKU-008,Yoga Mat,2,2024-07-16 19:50:00,22.56,3028182883.0,Spain,45.12
530123,SKU-012,Phone Stand,2,2024-12-18 19:32:00,11.92,1298664459.0,United Kingdom,23.84
530123,SKU-004,Reusable Bottle,1,2024-08-06 21:37:00,17.15,1743953104.0,Netherlands,17.15
530123,SKU-003,Ceramic Mug,8,2025-03-26 11:07:00,8.27,3485329922.0,Spain,66.16
530124,SKU-001,Premium Coffee Beans,6,2024-08-10 12:12:00,11.69,4155646399.0,France,70.14
530124,SKU-007,Desk Lamp,5,2024-02-11 08:39:00,32.65,1743953104.0,Netherlands,163.25
530124,SKU-001,Premium Coffee Beans,1,2024-04-14 14:26:00,14.38,3404921991.0,Portugal,14.38
530125,SKU-012,Phone Stand,4,2024-10-29 18:14:00,13.14,1432582759.0,Netherlands,52.56
530125,SKU-007,Desk Lamp,2,2024-09-26 15:03:00,32.16,3914490288.0,Netherlands,64.32
530125,SKU-011,Cotton Tote Bag,2,2024-12-08 08:19:00,10.86,4245485629.0,United Kingdom,21.72
530126,SKU-006,Wireless Charger,2,2024-06-06 12:22:00,23.95,2026944232.0,Italy,47.9
530126,SKU-004,Reusable Bottle,10,2024-03-02 13:57:00,13.84,,Germany,138.4
530126,SKU-001,Premium Coffee Beans,1,2024-12-16 08:03:00,14.33,3404921991.0,Portugal,14.33
530127,SKU-006,Wireless Charger,4,2024-07-19 11:18:00,21.11,3028182883.0,Spain,84.44
530127,SKU-010,Bluetooth Speaker,3,2024-11-12 09:27:00,48.36,3408959152.0,France,145.07999999999998
530127,SKU-008,Yoga Mat,1,2025-03-03 13:21:00,21.98,3537469027.0,Germany,21.98
530128,SKU-002,Organic Green Tea,1,2024-03-10 18:00:00,9.23,3165058096.0,France,9.23
530128,SKU-003,Ceramic Mug,2,2024-11-04 13:23:00,7.44,3537469027.0,Germany,14.88
530128,SKU-006,Wireless Charger,2,2024-07-08 19:49:00,24.81,3165058096.0,France,49.62
530129,SKU-010,Bluetooth Speaker,1,2025-01-24 13:15:00,46.64,1432582759.0,Netherlands,46.64
530129,SKU-004,Reusable Bottle,4,2024-08-23 17:24:00,15.4,1210522254.0,United Kingdom,61.6
530129,SKU-002,Organic Green Tea,1,2025-01-20 10:40:00,9.32,,Germany,9.32
530130,SKU-002,Organic Green Tea,2,2025-04-22 08:37:00,8.92,1992550224.0,Netherlands,17.84
530130,SKU-011,Cotton Tote Bag,2,2024-07-28 21:12:00,9.83,3177487879.0,Italy,19.66
530130,SKU-008,Yoga Mat,1,2024-09-25 22:06:00,25.88,3028182883.0,Spain,25.88
530131,SKU-009,Running Socks,1,2024-05-15 17:21:00,6.71,3165058096.0,France,6.71
530131,SKU-008,Yoga Mat,1,2024-09-24 20:12:00,21.92,3914490288.0,Netherlands,21.92
530131,SKU-003,Ceramic Mug,1,2024-09-15 08:08:00,7.24,3914490288.0,Netherlands,7.24
530132,SKU-009,Running Socks,4,2024-05-31 19:16:00,7.39,3746495413.0,Spain,29.56
530132,SKU-009,Running Socks,2,2025-01-10 13:57:00,6.43,1494638862.0,Spain,12.86
530132,SKU-011,Cotton Tote Bag,1,2024-02-01 19:07:00,10.01,3939939806.0,Germany,10.01
530133,SKU-002,Organic Green Tea,2,2025-02-16 15:26:00,7.83,1117373196.0,France,15.66
530133,SKU-009,Running Socks,1,2024-08-26 20:01:00,7.55,3537469027.0,Germany,7.55
530133,SKU-005,Notebook A5,1,2024-11-05 19:08:00,6.05,4285182700.0,Germany,6.05
530134,SKU-010,Bluetooth Speaker,2,2024-05-22 08:50:00,42.98,3901754247.0,Spain,85.96
530134,SKU-004,Reusable Bottle,1,2025-02-09 19:52:00,15.46,1656588885.0,Germany,15.46
530134,SKU-011,Cotton Tote Bag,1,2024-08-07 16:55:00,10.45,1706304137.0,Netherlands,10.45
530135,SKU-002,Organic Green Tea,1,2024-09-23 10:28:00,8.16,4285182700.0,Germany,8.16
530135,SKU-007,Desk Lamp,1,2024-06-26 16:49:00,29.07,3404921991.0,Portugal,29.07
530135,SKU-010,Bluetooth Speaker,2,2024-11-07 12:13:00,47.37,3537469027.0,Germany,94.74
530136,SKU-003,Ceramic Mug,1,2025-01-15 17:13:00,7.2,1247913175.0,Portugal,7.2
530136,SKU-001,Premium Coffee Beans,1,2024-04-20 22:59:00,14.76,4188106759.0,Spain,14.76
530136,SKU-008,Yoga Mat,1,2024-07-18 16:45:00,22.05,1879582139.0,Italy,22.05
530137,SKU-005,Notebook A5,1,2024-07-10 12:54:00,6.03,1938616789.0,Portugal,6.03
530137,SKU-012,Phone Stand,1,2024-10-16 12:35:00,13.22,3537469027.0,Germany,13.22
530137,SKU-004,Reusable Bottle,1,2025-03-16 08:34:00,14.17,1656588885.0,Germany,14.17
530138,SKU-001,Premium Coffee Beans,1,2025-02-12 18:09:00,14.78,3901754247.0,Spain,14.78
530138,SKU-005,Notebook A5,1,2024-08-12 22:08:00,5.19,4036722155.0,France,5.19
530138,SKU-001,Premium Coffee Beans,5,2024-08-16 18:15:00,13.73,1298664459.0,United Kingdom,68.65
C530139,SKU-004,Reusable Bottle,-1,2024-10-12 16:07:00,14.95,2031279327.0,Portugal,-14.95
530139,SKU-006,Wireless Charger,1,2024-12-09 18:38:00,25.7,1092425570.0,Germany,25.7
530139,SKU-006,Wireless Charger,2,2024-09-19 09:45:00,22.15,1579141586.0,France,44.3
530140,SKU-005,Notebook A5,2,2024-10-27 19:08:00,5.78,1459957942.0,Italy,11.56
530140,SKU-010,Bluetooth Speaker,1,2024-06-14 12:20:00,47.99,4245485629.0,United Kingdom,47.99
530140,SKU-011,Cotton Tote Bag,2,2024-08-15 21:00:00,9.8,1298664459.0,United Kingdom,19.6
530141,SKU-004,Reusable Bottle,2,2024-10-05 19:17:00,14.59,3028182883.0,Spain,29.18
530141,SKU-001,Premium Coffee Beans,2,2024-12-04 16:42:00,12.3,1494638862.0,Spain,24.6
530141,SKU-010,Bluetooth Speaker,4,2024-03-20 09:46:00,46.26,1088388437.0,Italy,185.04
530142,SKU-007,Desk Lamp,2,2024-07-06 18:16:00,30.08,3939939806.0,Germany,60.16
530142,SKU-011,Cotton Tote Bag,2,2024-04-24 17:35:00,9.39,1494638862.0,Spain,18.78
530142,SKU-008,Yoga Mat,1,2024-10-06 11:20:00,24.12,1455905409.0,Portugal,24.12
530143,SKU-010,Bluetooth Speaker,2,2024-10-02 18:51:00,40.62,1298664459.0,United Kingdom,81.24
530143,SKU-007,Desk Lamp,1,2025-02-11 10:28:00,32.25,1298664459.0,United Kingdom,32.25
530143,SKU-012,Phone Stand,1,2024-11-17 14:23:00,11.32,98105698.0,Portugal,11.32
530144,SKU-008,Yoga Mat,1,2024-05-15 09:31:00,22.71,1092425570.0,Germany,22.71
530144,SKU-003,Ceramic Mug,4,2024-08-02 21:55:00,7.78,3537469027.0,Germany,31.12
530144,SKU-010,Bluetooth Speaker,2,2024-09-02 15:46:00,51.5,3249454010.0,Spain,103.0
530145,SKU-005,Notebook A5,1,2024-11-28 08:19:00,5.12,4245485629.0,United Kingdom,5.12
530145,SKU-003,Ceramic Mug,1,2024-07-27 21:25:00,6.89,3842477649.0,Spain,6.89
530145,SKU-004,Reusable Bottle,1,2024-11-19 09:09:00,15.43,2972807654.0,France,15.43
530146,SKU-004,Reusable Bottle,2,2024-12-21 15:58:00,16.89,3249454010.0,Spain,33.78
530146,SKU-007,Desk Lamp,2,2024-11-19 09:46:00,29.58,1403566220.0,United Kingdom,59.16
C530146,SKU-012,Phone Stand,-1,2024-07-18 20:51:00,11.71,2031279327.0,Portugal,-11.71
C530147,SKU-002,Organic Green Tea,-1,2024-11-11 14:24:00,9.12,1455905409.0,Portugal,-9.12
530147,SKU-001,Premium Coffee Beans,1,2024-09-18 20:53:00,13.87,1685473470.0,United Kingdom,13.87
530147,SKU-001,Premium Coffee Beans,1,2025-01-21 10:15:00,12.84,1455905409.0,Portugal,12.84
530148,SKU-005,Notebook A5,2,2024-03-22 10:40:00,4.97,256300136.0,Germany,9.94
530148,SKU-001,Premium Coffee Beans,1,2024-11-17 20:06:00,12.17,3426303596.0,Spain,12.17
530148,SKU-006,Wireless Charger,1,2024-12-06 21:45:00,25.18,1551467267.0,United Kingdom,25.18
530149,SKU-003,Ceramic Mug,2,2024-07-07 15:48:00,7.94,,France,15.88
530149,SKU-008,Yoga Mat,1,2024-05-31 21:10:00,25.65,2026944232.0,Italy,25.65
530149,SKU-008,Yoga Mat,2,2024-08-15 10:15:00,22.2,256300136.0,Germany,44.4
530150,SKU-012,Phone Stand,1,2024-08-13 12:40:00,12.04,1148384623.0,Netherlands,12.04
530150,SKU-001,Premium Coffee Beans,1,2024-08-13 21:02:00,12.34,1706304137.0,Netherlands,12.34
530150,SKU-005,Notebook A5,4,2024-09-14 09:32:00,5.51,1669324898.0,Portugal,22.04
530151,SKU-007,Desk Lamp,6,2024-04-28 10:00:00,34.91,256300136.0,Germany,209.46
530151,SKU-001,Premium Coffee Beans,1,2024-07-11 11:27:00,13.17,1345088738.0,Germany,13.17
530151,SKU-006,Wireless Charger,1,2024-09-15 18:18:00,24.53,256300136.0,Germany,24.53
530152,SKU-011,Cotton Tote Bag,4,2025-01-07 14:43:00,10.07,4272478427.0,Portugal,40.28
530152,SKU-002,Organic Green Tea,1,2024-01-21 15:10:00,8.46,1549367179.0,Italy,8.46
530152,SKU-004,Reusable Bottle,2,2024-09-01 09:18:00,13.97,1462092862.0,Netherlands,27.94
530153,SKU-010,Bluetooth Speaker,3,2025-01-06 13:07:00,48.08,2026944232.0,Italy,144.24
530153,SKU-002,Organic Green Tea,2,2024-06-08 22:02:00,8.56,218130993.0,Germany,17.12
530153,SKU-003,Ceramic Mug,2,2024-02-18 14:33:00,8.2,2998248840.0,Germany,16.4
530154,SKU-003,Ceramic Mug,1,2024-10-08 18:27:00,8.14,4245485629.0,United Kingdom,8.14
530154,SKU-011,Cotton Tote Bag,1,2024-08-26 18:19:00,9.93,3228357005.0,Portugal,9.93
530154,SKU-005,Notebook A5,1,2024-03-30 13:56:00,4.95,4132486912.0,Netherlands,4.95
530155,SKU-008,Yoga Mat,1,2024-11-08 18:23:00,22.82,3379964137.0,Portugal,22.82
530155,SKU-012,Phone Stand,2,2024-06-27 20:04:00,12.08,218130993.0,Germany,24.16
530155,SKU-003,Ceramic Mug,1,2024-07-24 20:41:00,7.59,256300136.0,Germany,7.59
530156,SKU-003,Ceramic Mug,1,2024-08-09 14:28:00,7.32,1549367179.0,Italy,7.32
530156,SKU-008,Yoga Mat,2,2024-07-21 21:04:00,22.33,3404921991.0,Portugal,44.66
530156,SKU-007,Desk Lamp,1,2024-08-12 19:17:00,29.18,4247522485.0,Germany,29.18
530157,SKU-006,Wireless Charger,3,2025-02-01 10:11:00,21.8,3426303596.0,Spain,65.4
530157,SKU-006,Wireless Charger,1,2024-09-05 13:31:00,23.11,3998992748.0,France,23.11
530157,SKU-012,Phone Stand,2,2024-05-05 14:38:00,10.5,3733754242.0,Germany,21.0
530158,SKU-006,Wireless Charger,2,2024-09-06 10:51:00,23.29,3086660365.0,Spain,46.58
530158,SKU-004,Reusable Bottle,1,2024-08-09 14:26:00,15.37,3944013801.0,Germany,15.37
530158,SKU-009,Running Socks,2,2024-11-06 16:31:00,6.86,3961354037.0,France,13.72
530159,SKU-004,Reusable Bottle,1,2024-09-16 14:05:00,15.2,4285182700.0,Germany,15.2
530159,SKU-007,Desk Lamp,2,2025-01-22 16:36:00,33.93,1298664459.0,United Kingdom,67.86
530159,SKU-012,Phone Stand,2,2025-03-08 11:44:00,10.8,1579141586.0,France,21.6
530160,SKU-006,Wireless Charger,2,2025-03-30 08:13:00,23.0,3408959152.0,France,46.0
530160,SKU-001,Premium Coffee Beans,2,2024-10-17 13:35:00,12.63,1714484967.0,Spain,25.26
530160,SKU-003,Ceramic Mug,8,2025-01-21 22:07:00,7.0,3010973631.0,France,56.0
530161,SKU-006,Wireless Charger,1,,21.18,3537469027.0,Germany,21.18
530161,SKU-003,Ceramic Mug,1,2025-01-12 12:29:00,8.15,3086660365.0,Spain,8.15
530161,SKU-009,Running Socks,8,2024-11-05 22:58:00,7.11,3426303596.0,Spain,56.88
530162,SKU-004,Reusable Bottle,1,2024-07-20 21:14:00,15.84,1326335706.0,Italy,15.84
530162,SKU-003,Ceramic Mug,2,2024-07-04 09:44:00,6.51,3228357005.0,Portugal,13.02
530162,SKU-007,Desk Lamp,2,2024-08-18 19:01:00,28.92,4019823451.0,Netherlands,57.84
530163,SKU-007,Desk Lamp,2,2024-04-30 13:03:00,32.37,1298664459.0,United Kingdom,64.74
530163,SKU-011,Cotton Tote Bag,1,2024-10-05 17:04:00,10.91,3944013801.0,Germany,10.91
530163,SKU-010,Bluetooth Speaker,1,2025-01-03 21:10:00,44.35,3057178938.0,Germany,44.35
530164,SKU-006,Wireless Charger,1,2024-09-03 10:05:00,24.03,1532026711.0,Italy,24.03
